id,name,author,difficulty_avg,gauge,gauge_divisor,gauge_pattern,max_yardage,notes,price,projects_count,queued_projects_count,rating_avg,sizes_available,yarn_weight
7286746,Keyhole Scarf,Purl Soho,2.0,21.0,4.0,stockinette stitch,,"MATERIALS

- 2 skeins of Purl Soho’s [Cashmere Merino Bloom][1], 75% extra fine merino and 25% cashmere. Each skein is 218 yards/ 100 grams; approximately 436 yards required. We used the colors Crocus Bud, Hydrangea Blossom, and True Turquoise.
- US 5 (3.75 mm), 16-inch [circular needles][2]
- Spare US 5 needle, for 3-Needle Bind Off
- A [stitch marker][3]
- [Stitch holders][4] or scrap yarn

GAUGE
21 stitches and 31 rounds = 4 inches in stockinette stitch

SIZE
Finished Dimensions: 16 inches in circumference x 33 inches long

Designed by Purl Soho designer, [Gianna Mueller][5]. Click [here][6] to see even more of Gianna’s designs!


  [1]: https://www.purlsoho.com/cashmere-merino-bloom.html
  [2]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23796_23802
  [3]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=964
  [4]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23859
  [5]: https://www.purlsoho.com/create/tag/gianna-mueller-for-purl-soho/
  [6]: https://www.instagram.com/giannaknits/",,74,103,4.93,One Size,DK
136054,Cerus Scarf,Hilary Smith Callis,2.29,26.0,4.0,Linen Stitch,,"**Rowan Tapestry has unfortunately been discontinued; recommended substitutes are as follows (and can be seen in the photos, from top to bottom):**
- Lotus Yarns Sunset
- Cascade 220 (for a solid Cerus)
- Hedgehog Fibers Silk/Merino singles
- Noro Shirakaba
- The Alpaca Yarn Co. Classic Alpaca (note: three colors were used, two greens and a grey)
- Noro Kureyon Sock
- Plymouth Yarn Mushishi
- Noro Silk Garden
- Sirdar Eco Wool DK

I am certainly not the first person to think of knitting a scarf in Linen Stitch, but I have had several questions about how exactly I made this so I have decided to write out a pattern.

The scarf is knit in Linen Stitch lengthwise (each row travels the entire length of the scarf, rather than back and forth along the width).  I used Rowan Tapestry in color 170.

This scarf is named for the early male counterpart to the Roman goddess Ceres (goddess of grain and agriculture), who never made it into the regular Roman pantheon.  The way the colors of the yarn wove together in Linen Stitch reminded me of wheat somehow, and because it's a knit appropriate for men, I dug up the name of this obsolete god.

Please do not hesitate to contact me if you have any questions about the pattern!

***Version 3 Uploaded 3/2/10***
Two items of note specified:
1.  Cast on is done with the **Long Tail** method.
2.  To bind off in linen stitch (on the RS), bind off as usual, and knit/slip stitches according to the linen stitch pattern.  For example:  K 1, sl 1, pull 1st st (the one you k) over 2nd st (the one you sl), k1, pull 1st st (sl) over 2nd st (k), sl 1, pull 1st st over 2nd, etc.

***Version 2 Uploaded 8/18/09***

A formatting mistake was made in the Linen Stitch pattern description, so instead of asterisks showing the pattern repeat, everything was italicized.  This is now fixed.

I also added that the bind off is done in Linen Stitch.",,2441,3943,4.31,"7.25 x 54""",DK
616043,Side Line Scarf,Fifty Four Ten Studio,1.45,8.5,4.0,garter stitch,200.0,"The **Side Line Scarf** is quick, easy, warm and reversible!  

This scarf will keep you warm when you are sitting on the *side lines* at the game.  And, the pattern is so easy you can knit this scarf while watching the game from the *side lines*.  

At first glance you might think this pattern is just simple garter stitch. Look again!  An easy K3, P3 repeat pattern creates a subtle striping effect.

This scarf makes a great gift for anyone...men, women, teens and kids.

**SKILL LEVEL:** Beginner / Easy.

**SUPER BULKY YARN:** 
This pattern is knit with super bulky #6 weight yarn.  However, it's easy to adapt the pattern for bulky #5 weight yarn.  Tips included in the pattern.

**NEEDLES:** 
US 13 or 15 knitting needles - straight or circular

> Buy 3 or more of [my knitting patterns][1] on Ravelry at the same time and receive 15% off your order. No coupon code. Use ‘Add to Cart’ and discount will automatically be applied when 3 or more patterns are in the cart. Offer cannot be applied to prior purchases.

*Sports fans...pick a yarn color to match your favorite team and in your Side Line Scarf you'll be all set to cheer on a cold day!*


  [1]: https://bit.ly/5410StudioRavelry",,316,307,4.73,"7"" wide x 62"" long (or desired length)",Super Bulky
7328703,Small Fry Scarf,Samantha Guerin,2.5,27.0,4.0,"Texture pattern, worked flat, after blocking",380.0,"Sometimes you just need a little something.

Simple and sophisticated, the Small Fry Scarf is a quick knit and the perfect way to add a bit of hand knit flair to your outfit. 

Small Fry is easy to style - wrap it around your neck twice for extra warmth or drape it loosely for a chic layered look. 

This crisp textured stitch is deceptively simple - comprised of just knit & slipped stitches!

This pattern is beginner-friendly with both written and charted instructions for ease of reading. 

**Construction**
The Small Fry Scarf is worked from side to side and is shaped with increases and decreases along one edge. The scarf features an all over slipped stitch texture pattern and I-Cord edge.

**Notions**
Tapestry needle, blocking materials, removable stitch marker (optional)

**Techniques**
Long-tail cast on, slipping stitches

**Gauge**
27 sts and 44 rows = 4” / 10 cm in Texture Pattern, worked flat, after blocking

**Pattern for gauge swatch**
Cast on a multiple of 4 sts plus 3 sts. Repeat Rows 1-2 to desired length for swatch.

Row 1 (RS): (K3, sl 1 wyif), rep to last 3 sts, k3. 
Row 2 (WS): K1, (sl 1 wyif, k3), rep to last 2 sts, sl 1 wyif, k1.

**Finished Measurements**
60” / 152.5 cm from tip to tip
9” / 23 cm depth measured at center

**Needles**
One 16” / 40 cm circular needle or longer, US 3 / 3.25 mm or size needed to get gauge

**Yarn**
De Rerum Natura ‘Ulysse’
100% Wool (French me ́rinos d’Arles and black Portuguese merino, 202 yds / 185 m per 50 g)
Shown in Poivre Blanc
2 balls or 380 yds / 348 m of a similar sport weight yarn",8.0,95,262,4.88,"Finished Measurements: 60"" / 152.5 cm from tip to tip // 9"" / 23 cm depth measured at center",Sport
927015,Easy Scarf,Diane L. Augustin,1.65,5.0,1.0,"garter stitch, after blocking",275.0,"***Easy Scarf***

This scarf is incredibly easy to knit and would be a good project for knitters at any skill level, especially beginners. It's perfect for social knitting. It’s all garter stitch, which means you knit every row. The asymmetrical shaping is a result of an increase at the beginning of the row and a decrease at the end of the row. There is an additional increase at the end of the next row in the pattern. We chose this gorgeous, hand dyed, self-striping cotton yarn for warm weather knitting and wearing.

Novice knitters will learn how to make a simple increase and decrease in this project.
  
The scarf is approximately 54"" x 36"" x 26"". It is knit flat. Gauge is not critical. 5 sts/in after blocking.

Tip: Place a locking stitch marker at the beginning of Row 5 to act as a visual cue indicating the increase edge. 

**Materials**
1 skein of Urth, Uneek Cotton. 100% Mercerized Cotton. 275 yards.
Size 6 knitting needles, in any comfortable length. Yarn needle. 
Note: Any DK weight yarn will work for this project. Substituting fingering weight would result in a longer, more shawl like piece.

Thank you to Rosie who helped in every way!

Thank you to Gina, for modeling!

Special thanks to Frostburg Fiber Depot in MD, for the use of their image. They are featuring the Easy Scarf in an upcoming class. Lovely photo!
",3.0,284,269,4.9,"54"" x 36"" x 24""",DK
7308701,Distance Scarf DK,Olga Putano Designs,3.45,26.0,4.0,"cabled pattern, worked flat and measured after blocking",203.0,"> Sign up for OPD emails to receive
> exclusive savings [HERE][1]!

*Distance Scarf DK is a plump version of the original Distance Scarf. It’s worked flat from one short end to the other, full of easy-to-knit cables throughout which are all done on the right side of work. Instructions are given on how to easily shorten or lengthen the scarf. This is a true “just one more row” kind of project, as you become mesmerized watching the cables bend and weave into one another. A great little travel project and maybe even a gift for a loved one *

**SIZES**
1 (2) 3
Finished measurements:
Length: approx.41.5 (42) 43.3 in (easily adjustable - instructions given how to lengthen and shorten).
Width: 4.15 (4.75) 5.4 in. 

**YARN**
DK weight
Yarn used in sample: Clinton Hill Cashmere - Bespoke DK 50g/1.75oz 125yds/114m 100% cashmere.
Yardage needed: 145 (184) 203 yds

**GAUGE**
26 sts x 28 rows - in cable pattern in 4 in. worked flat and measured after blocking.
Recommended needles: US6 straight or circular needles. 


  [1]: https://view.flodesk.com/pages/6397771a17565537934e6aa1",8.5,77,217,4.87,1 (2) 3,DK
154497,Koigu Linen Stitch Scarf,Churchmouse Yarns and Teas,2.58,32.0,4.0,,500.0,"Linen stitch has a way of harmonizing even the most disparate colors. Our friend Mimi Hepler first created this scarf to use up all her precious Koigu leftovers—18 different colorways! So for our scarf we chose three skeins of [Koigu][1] that combined as many different colors as possible.
But it’s equally beautiful in subtle shades. In fact, we haven’t seen a bad combination yet! That’s the magic of linen stitch. Heck, it’s even beautiful on the ‘wrong’ side.




  [1]: http://www.churchmouseyarns.com/collections/our-favorite-yarns/products/koigu-kpm-kpppm
",6.0,3172,2316,4.47,"finished size: 5""/13cm x 60""/152cm",Fingering
1328682,Sprang Scarf,Laura Nelkin,3.73,12.0,4.0," in Garter St in Y1, blocked  ",496.0,"**Sprang Scarf was first design in 2023’s N Club and now it is available for ALL to knit!** 

This scarf literally sprang off my needles. She knew that warm weather was around the corner and was just begging to be the delicate new color pop in our wardrobes. Cheryl at Essence of Autumn dyed two of her luscious summer yarns Silky Linen and Silk/Cashmere with her signature color flair while dreaming about spring. 

> [**2023’s N Club**][1] is SOLD OUT... but if you want to sign up for future clubs I invite you to sign up for my mailing list (see below!)

**There is also a coordinating [Sprang Cuff][2]! ... get ready to learn bead crochet from me!!!**

Errata:
Sprang Right Edge Transition Stitch:
**Row 1 written instructions:** P1, not P2 at the start!
(the chart is correct!)

Sprang is not complicated, and it's also not boring, ensuring you stay engaged with your WIP. You’ll start with a middle strip that is worked with bias shaping in the silky linen… once that is done you pick up stitches for the right edge and work a lace panel outwards with the cash/silk. Finally, you’ll pick up stitches along the left edge and work a Shetland Lace Knitted-On border that I’ve had waiting in my design queue.

Want to hear the best part? This scarf has SIZES… and your club kit provides you with enough materials to make two or maybe even three scarves. Choose between three smalls, one small and one medium, one small and one large, two mediums… you get the idea? 

> Like Laura’s designs and interested in
> her clubs? [**Sign up**][3] to receive
> email updates so you don’t miss out on
> tutorials, new patterns and kits, and
> subscriber-only special offers!
> **PLUS** new subscribers get a coupon code for ***15% off*** all of my
> independently published patterns when
> you sign up!


  [1]: http://www.nelkindesigns.com/nclub
  [2]: https://www.ravelry.com/patterns/library/sprang-cuff
  [3]: http://www.nelkindesigns.com/mailinglist",12.0,83,35,5.0,"Small (Medium, Large) Approx. 12.5 inches [32 cm] wide x 44 (62, 80) inches [112 (157, 203) cm] long ",Light Fingering
601389,Seafaring Scarf,Purl Soho,1.68,8.0,4.0,Fisherman's Rib,686.0,"MATERIALS
- 7 skeins of Purl Soho’s Lanecardate Feltro, 75% superfine wool, 25% Caregora angora. Each skein is 98 yards/ 100 grams; approximately 650 yards required. This is the color Amur, Very Light Gray.
- US 13 (9 mm) needles

GAUGE
8 stitches = 4 inches in Fisherman’s Rib

SIZE
15 inches wide x 70 inches long",,573,538,4.71,15 inches wide x 70 inches long,Super Bulky
789948,Bow Tie Keyhole Scarf,Beverly Leestma,2.29,4.0,1.0,Garter Stitch,250.0,This cozy little scarf is one of my favorites and is the perfect addition to keep you warm in the cold weather. It fits nicely in the neck of your coat and lays smoothly thanks to the keyhole loop opening that eliminates bulkiness. It's a quick one-skein project too that knits up fast using garter stitch.  Free pattern includes printable pdf.,,185,179,4.81,One Size,Worsted
1105134,Stash Dive Scarf,Summer Lee,1.7,20.0,4.0,stockinette stitch with yarn held double,1300.0,"***Want to receive special discount codes and be the first to know about new pattern releases? Sign up for my newsletter [here!][1]***

**[Instagram][2]** **[Website][3]** **[YouTube][4]**

THE STASH DIVE SCARF WAS CREATED TO SOLVE PROBLEMS. First, I needed something to keep my neck warm on cold winter walks. I'm not a shawl person (I tried knitting one once and quickly abandoned the endeavor - plus, I can't figure out how to wear them), so a scarf was the natural choice for my sartorial and knitting preferences. 

The second problem this colorful pile of squish solves involves my ever-growing stash of yarn odds and ends - half cakes and tiny balls of left-overs that have begun to outgrow their homes! Stash-busting projects are some of my favorites because it feels so good to use what I have in the making of something I'll love and wear. 

Finally, this scarf solved the problem of what to do with myself when I simply can't focus on more involved projects. When life feels heavy, and the world seems infinitely dark, a simple scarf - row after row of gently knit stitches - is just the thing my hands crave! Quiet evenings watching a movie, devouring a new show, or reading a book, are made all the sweeter with a comforting stretch of wool growing steadily from my hands. 

I hope you enjoy knitting this scarf as much as I did! This pattern includes tutorials for knitting in your ends as you go, avoiding a jog when changing colors, sewing up your scarf end, and performing kitchener stitch on the other end. If you'd like to skip the tutorials and go straight to the instructions, head to page 8! Happy Knitting!

**MATERIALS** 
*	 Approximately 655 yards/599 meters of worsted weight yarn
*	Approximately 690 yards/631 meters of fingering weight yarn
*	 US size 10/6.0mm circular 16"" knitting needles
*	 A stitch marker
*	 A tapestry needle

**GAUGE**
20 sts over 4""/10cm and 28 rows, knit in the round and blocked.

To see a video of me demonstrating all the techniques used in the scarf, head to my [YouTube][5]! 

You can find the blog post about the scarf [here][6]!


  [1]: https://shy-queen-11066.myflodesk.com/ev9st9kqal
  [2]: https://www.instagram.com/summer.lee.knits/
  [3]: https://www.summerleedesignco.com
  [4]: https://www.youtube.com/channel/UCEKSmPjh7dggw7r4GVpmnHQ/videos
  [5]: https://www.youtube.com/watch?v=hmFCFBvV7bg&feature=youtu.be
  [6]: https://summerleedesignco.com/2021/01/18/free-pattern-the-stash-dive-scarf/",,186,414,4.98,one size,Aran
246639,Bias 'Before &  After' Scarf,Churchmouse Yarns and Teas,1.74,21.0,4.0,stockinette stitch,,"*With or without beads*

We dubbed this scarf ‘before & after’ because it’s so ugly (truly!) before it’s blocked and so beautiful after. Knitted on the bias, this light, airy scarf has the smooth simplicity of stockinette stitch without all the rolling at the edges. The nearly sheer fabric is perfect for warmer days—layer two for coziness. The earlier version of this pattern had a minor error in the optional beaded bind-off note which we corrected.

NEEDLES & NOTIONS

- US 7 (4.5mm) needles, or size to obtain gauge (works nicely on straights).
- One needle several sizes larger for binding off [we used US 11 (8mm)].
- 3-4 yds/3m smooth waste yarn, crochet hook [size G (4mm) or larger] and locking marker, for provisional cast-on.
- Size 10 (1.15mm) steel crochet hook for placing beads.
- 2 packages Mill Hill size 6 beads (you’ll need 118 beads plus a few extras.)
- Darning needle. 
- 3 short blocking wires.

GAUGE
Approx. 21-22 sts = 4""/10cm in Bias Stockinette, before blocking.
Approx. 19-20 sts = 4""/10cm in Bias Stockinette, after blocking.
Note: It’s a good idea to swatch this one, not to get an exact gauge, but to be sure your fabric isn’t too loose and looks nice after blocking.

---------------------------------------

Important ""knitter's note"" from the the pattern’s website:

“The stockinette stitch fabric of this scarf is remarkably stretchy. Don’t be tempted to skip the provisional cast-on step. You will need a very loose bind-off on each end of the scarf to accommodate this stretchiness.

When you begin, don’t be fooled by the ‘purlish’ appearance of that first row you knitted into the provisional chain—your first stockinette row after this should be a KNIT row (those purl bumps will go away after you remove your chain). This will ensure that the tail you reserve for binding off later will be on the correct end.“


  ",6.0,2191,1459,4.51,"8 x 94""/20 x 239 cm, after blocking",Lace
101011,Easy Mistake Stitch Scarf,Purl Soho,1.45,4.5,1.0,"rib pattern, slightly stretched",300.0,"MATERIALS

- 5 skeins of Jade Sapphire’s 12-ply Cashmere. We used the color Green Tea. (If you’d like to explore other yarns for this project, check out our [chunky weight][1] yarns; you will need 300 yards.)
- US 11 (8 mm) [needles][2]

GAUGE
18 stitches = 4 inches in rib pattern, slightly stretched

SIZE
8 inches wide x 48 inches long


  [1]: https://www.purlsoho.com/yarn/knitting-crochet.html?yarn_stitches_per_inch_filter=972
  [2]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23796_23802",,1753,1405,4.58,,Super Bulky
300473,Snippet Scarf,Becky Wilkins,1.34,14.0,4.0,garter stitch,400.0,"It’s the crazy quilt of scarves!

Long, squishy, warm, and colorful this scarf is a great way to use up scraps of yarn left over from your myriad other projects. About 6 yards is all you'll need for any one strand of yarn.

The snippet scarf is designed to use many different weights of yarns. Due to this your gauge will vary from one row to the next. For once I'll tell you gauge isn't important.

This is the easiest scarf ever. PDF includes a diagram for tying the overhand knots that trim the edges as well as plenty of hints for mixing and matching your colors.

**Construction Notes**
This scarf is knit end to end in long garter stitch rows. Leaving fringe on the two edges means never having to weave in ends.

**Skills**
Knitting
Joining and breaking yarns every row
overhand knot - explained in pattern

**Notions**
45"" or 60"" circular needle",,323,287,4.75,"6"" x 88"" (15 cm x 223.5 cm)",Worsted
7317186,The Journey Scarf,Tif Neilan,2.17,22.0,4.0,Eyelet & Chevron pattern,155.0,"The Journey scarf is the perfect little accessory to dress up a casual outfit or accompany you on a weekend getaway!

> Introductory Offer: use code **JOURNEY** to save 25% on the following patterns (designed in collaboration with NBF) :: The Journey Scarf, Sunkissed Stripes, Willow Branch sweater, Willows Hat :: This offer is valid through end of day (midnight EST) February 20th.

The Journey scarf is worked flat from one end point to the other in three sections: 
CO + Increase // Work Pattern Repeat Straight // Decrease + Bind-Off. 
The beginner-friendly eyelet & chevron pattern is repeated throughout and is easy to memorize, making for a relaxing knit.

For ease of knitting this pattern, written and charted instructions are both provided.

Sizes
Two sizes are offered for this pattern. 
Size 1 (pictured) measures approximately 4.25"" / 10.5 cm wide x 45"" / 112.5 cm long and is designed to be wrapped once, loosely, around the neck.

Size 2 measures approximately 4.25"" / 10.5 cm wide x 55"" / 137.5 cm long and is designed to be wrapped twice or more around the neck // can be scrunched a bit closer for extra cozy warmth!

Suggested Needles & Notions
Needle size listed is a suggestion. Use size necessary to achieve specified gauge.
• US 8 / 5 mm, 24” / 60 cm 
(or preferred circular length to work flat)
• Removable progress markers to help keep track of pattern repeats
• Scissors 
• Darning needle
• Blocking mat and pins

**Gauge Information**
Pattern Repeat: 22 sts / 20 rows per 4” / 10 cm worked flat, measured post-blocking
(detailed on page 3)

***Note!*** The gauge provided reflects the slipped edge stitches and the bias nature of the chevron pattern. To some extent, gauge is not critical for this pattern. Strive for a fabric that will drape nicely / isn’t too open nor too tight. Obtaining a gauge other than what is listed may alter yardage requirement listed below.

**Suggested Yarn / Requirements**
North Bay Fiber “Journey”, Heavy Worsted / Aran weight 100% American Romney wool 
(non-superwash) 175 yds / 159 meters per 100 grams

125 (150) yards / 114 (137) meters

Samples reflects color: “Chinook” (taupe/brown), ""Lotus"" (pink/purple) and ""Redear"" (red)

Note! For this pattern, I recommend using a yarn that will drape nicely (and advise against woolen-spun yarns).
",7.0,57,46,5.0,"Two Sizes: 4.25"" / 10.5 cm x 45"" (55"") / 112.5 (137.5) cm",Aran
568065,Reversible Rivulet Scarf,Purl Soho,2.9,20.0,4.0,stockinette stitch,763.0,"MATERIALS

- 4 (6, 7) skeins of Purl Soho’s Alpaca Pure, 100% super baby alpaca. Each skein is 109 yards/ 100 grams; approximately 436 (654, 763) yards required. We used the colors Trout Brown and Yellow Zest. (Please note, Alpaca Pure is no longer available. We recommend using a similar [worsted weight][1] yarn! As always, be sure to check your gauge when substituting yarns.)
- US 9 (5.5mm) straight or circular [needles][2], any length
- A [cable stitch holder][3]

GAUGE
20 stitches and 24 rows = 4 inches in stockinette stitch

SIZES
Finished Dimensions: Approximately 6 (8, 10) inches wide x 70 inches long


  [1]: https://www.purlsoho.com/yarn/knitting-crochet.html?yarn_stitches_per_inch_filter=971
  [2]: https://www.purlsoho.com/tools/knitting-needles.html
  [3]: https://www.purlsoho.com/tools/notions.html?collection_filter=964",,579,1180,4.68,"6 (8, 10) inches wide x 70 inches long",Aran
828870,Blackberry Kerchief,Churchmouse Yarns and Teas,3.1,23.0,4.0,"pattern stitch, relaxed after blocking",229.0,"Beloved by pie makers, reviled by gardeners, the common blackberry is considered both a blessing and a curse on Bainbridge Island. But knitters love the plump texture of the stitch named for this bobbly berry. Opened up in a lace-weight yarn, blackberry stitch (also known as trinity stitch) makes dainty, lacy clusters. Plus, it’s handsome on the wrong side, too.

FINISHED SIZE
Approx. 34"" wide x 14"" deep.

YARN
1 skein [Rowan Kidsilk Haze][1] (229 yds/210m). 
Or approx. 229 yds/210m of an equivalent yarn.

NEEDLES & NOTIONS
US 6 (4mm) circular needle (a sharp taper is helpful), or size to obtain gauge.
Blocking wires (3) or pins (150).

GAUGE
23 sts = 4"" in pattern stitch after blocking and resting.

***For our other version of this pattern using Shibui Reed, click [here][3].***


********

For a free copy of this and other Churchmouse patterns, please click on our links above or below to go directly to our free pattern page on our website…

https://www.churchmouseyarns.com/collections/free-patterns#top


  [1]: https://www.churchmouseyarns.com/products/rowan-kidsilk-haze
  
  [3]: https://www.churchmouseyarns.com/collections/free-patterns/products/blackberry-kerchief-using-shibui-reed",,282,495,4.75,"34"" wide x 14"" deep",Lace
968210,Seafaring Scarf in Big Good Wool,Purl Soho,1.86,13.0,4.0,Fisherman's Rib,548.0,"MATERIALS

- 2 skeins of Purl Soho’s Big Good Wool, 100% Andean highland wool, undyed. Each skein is 274 yards; approximately 548 yards required. We used the color Winter Grass. (Please Note: Big Good Wool is no longer available. To view our full line of Purl Soho yarns, click [here][1]! Be sure to check your gauge when substituting yarns.)
- US 8 (5 mm) circular or straight [needles][2]

GAUGE
13 stitches and 14¾ rows = 4 inches in Fisherman’s Rib

SIZE
Finished Dimensions: 9½ inches wide x 72 inches long


Designed for Purl Soho by Laura Ferguson.


  [1]: https://www.purlsoho.com/yarn/knitting-crochet.html
  [2]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23796_23802",,226,260,4.81,9½ inches wide x 72 inches long,Bulky
1279826,Estonian Sampler Scarf 2023,Toni L. Lorenz,4.71,19.0,4.0,Stockinette,870.0,"***Play It Again 2024*** is an opportunity for knitters to knit my patterns together in [Knitting in the Loft][1] starting March 1st.  This pattern, along with my others, is being offered at 20% off until March 15, 2024, no coupon code needed.  Come join us in the Loft!   

**Jesus said, ""Lazarus, come forth!""    John 11:32-45**

Lazarus's sisters let Jesus know that his friend was in a bad way and they wanted him to intervene...pronto.  Jesus chose to wait until Lazarus had been in the grave for four days.  Obviously, it did not look good.  His sisters objected when Jesus wanted the tomb opened up.  He would stink.  We have had a couple of years of world wide unusual events and have all been affected by them.  They stink.  God has seen the beginning from the end.  He has already won. It is getting really close to the time for things to change, for our lives to be re-ordered, or come forth, to the way God originally intended them to be.  Life will be better than we ever imagined.  We can trust Him and rest in that.  Hold on.  He is coming. 

Estonian stitch patterns are so incredibly beautiful, in my humble opinion.  In the Winter 2019 edition of *Piecework Magazine*, Nancy Bush had an article about ""A Haapsulu Lace Pelerine to Knit"" where she talks about this garment falling into the category of ""Rebellious Lace"".  She used Estonian stitch patterns in the round, not flat.  This year, we will be creating a scarf based on these gorgeous stitch patterns, but they will be used in a ""rebellious"" version, not completely in the traditional way.

Come join us in [Knitting in the Loft][2] for our year long MKAL.  Clues will be released monthly beginning January 1, 2023, with November and December released together in November.

***We have wonderful yarn suppliers supporting us this year!***
Thank you so very much for your generosity and support.  Your yarns will make the most beautiful scarves.  We are blessed to have you come along with us.  Thank you!

**She Sells Yarn and More**

We are excited about plans for the 2023 MKAL and look forward to casting on with you in January.  The shop is offering **kits** that will include: the *pattern*, a *handcrafted project bag*, and *a choice of yarn* (Beach Bunny World Traveler, Cashmere Lace from Pascuali in #50 Horizon, #40 Denim, #20 Cream, #10 Rose Quartz, and #06 Feather, plus several other hand-dyed fingering weight yarns) with your purchase.  

This promotion begins Saturday, October 15, 2022, and will go until the end of 2022 **OR** until the kits run out.
Shop Link to Kits:  https://www.shesellsyarn.com/kits-kals/rebel-estonian-lace-sampler/

We look forward to another fun year of mystery!


**Beach Bunny Yarns**

World Traveler from Beach Bunny Yarns explores our world of color. Luxuriously soft 19.5 micron Superwash Merino creates a silky feel and light drape to enhance any pattern. A touch of nylon allows your precious projects to last even longer. This light fingering weight yarn works wonderfully in place of lace weight yarns. Two skeins are all you need to make your own beautiful Estonian Lace Sampler.

Beach Bunny Yarns presents a palette of six new colorways that evoke the majestic beauty of Estonia. From a midnight walk in the evergreen woods under shimmering starlight to the rosy sunrise and soft morning dew on the fields, these soothing colors bring you back to nature.

From now until November 30th, 2022, get 20% off when you purchase an Estonian Lace Sampler yarn set from Beach Bunny Yarns. Use the code: **2023ELS**

Yarn Stats:
Weight: Light Fingering
Fiber: 80% 19.5 micron Superwash Merino, 20% Nylon
Yardage: approx. 488 yds/100 gm
Care: Handwash cold, dry flat

""My kits will only be available through my website starting this Saturday (Oct. 15th, 2022).""

https://beachbunnyyarns.com/products/estonia-sampler-kit-world-traveler-line
The link will be active on Saturday, October 15th, 2022.


**dye diana dye**

""Toni (I got to pick the colors!) has curated a lovely palette of twelve Dye Diana Dye colorways for this special offer. Each set includes 2 skeins of TussaLin in any one of these colors: Creamery Butter, Jonquil, Rosewood, Esther's Desert Rose, Peri Peri Bo Beri, Flowering Flax, Deep Blue Sea, Rusalka, Steel, Celestial Luna (elegant), Platinum, and Silver Birch.
To learn more about the event and to get a discount code for an additional 10% off, visit Knitting in the Loft, Toni's group at Ravelry.  (There is no limit to the number of times a person can use the coupon, nor is there a limit on the number of sets they can buy.)

Order early! Please remember that all my yarns are dyed to order and that it's first come, first served. Since it's the holidays, shipping times can be unpredictable, especially if you live outside the United States.  In addition, the shop will be closed and not accepting orders during the last half of December.
Orders placed in 2022 before I close for the holidays will ship by year end. However, there will still be time to order in January, when the shop reopens. This listing will expire on January 20th, 2023. ""

https://www.dyedianadye.com/products/estonian-2023

**Pattern Details:**
*Finished Size:*  15 inches x 70 inches
*Gauge:*  19 stitches x 32 rows = 4 inches (using light fingering yarn w/US Sz 4/3.5 mm Needles)

*Materials:*
870 Yards Light Fingering/Heavy Lace Weight Yarn
(I used just less that one skein of dye diana dye's TussaLin, but then expanded the pattern by approximately 40 yards.  Two  of my testers used more than to 900 yards.)
**2** - US Size 4/3.5 mm Needles  (We will be doing a Kitchener Stitch to complete our scarf.)
142 8/0 Beads (as charted - you are most welcome to play with more)
325 Nupps  (they are not in every clue, but most clues.  If you would like to substitute beads instead, you can, but the nupps are gorgeous!)
Stitch Markers
Tapestry Needle

**Errata**
January, Chart B Note:  It is row **7**, not 5, where we borrow a stitch from the other side of the repeat to make the double decrease.
March, Chart A, end of Row 3:  the random ""q"" does not belong there.  It is a knit stitch.
March, Chart B, Notes:  Row **7** borrows a stitch from the other side of the stitch marker, not Row 5.
May, Chart A, stitch counts:  Row 20 should read **19 stitches** between the flowers.  Row 32 starts with **24 stitches**, and has **19 stitches** between the flowers again.  Row 29 stitch count on the Chart A, should read **67 sts,** not 69.
June, Chart A Key:  SSK should be **SKP** on RS.  Stitch counts in Chart A, Row 8, should read **""6""** on the right side of the Lily instead of ""5"", and the last count in that row should be a **""9""** instead of an ""8"". 
October, Chart B, Row 7, not 5, has the borrowed stitch to make the SK2P stitch.


Thank you so much to my testers!!!  You are absolutely the best.  MinnesotaNancy, craftyone51, olithia, and MissMelba.  I appreciate your experience and input so much.  

*Reminder to purchase thoughtfully.  Once purchased, it is yours.*


  [1]: https://www.ravelry.com/groups/knitting-in-the-loft?s=tab
  [2]: https://www.ravelry.com/discuss/knitting-in-the-loft/topics/4223510",7.0,91,17,4.89,one size,Light Fingering
