id,name,author,difficulty_avg,gauge,gauge_divisor,gauge_pattern,max_yardage,notes,price,projects_count,queued_projects_count,rating_avg,sizes_available,yarn_weight
902482,The Twist of Fate Beanie,Cathryn Johnson,2.74,6.0,2.0,Stockinette,90.0,"A KittysKnittyCreation original pattern.
Instant-download PDF file  for the Twist of Fate Beanie pattern. 
Includes step-by-step directions, and recommendations for yarn selection and needle size. 
Photos and tutorial clips are also included with purchase.
An easy-to-follow pattern to create your own unique winter fitted or slouchy beanie. This pattern is created for a one size fits most Adult Women’s Head Circumference. 

[Level]
This pattern is intended for the Adventurous Beginner Knitter 
This pattern assumes the knitter has knowledge of the following techniques: Knits, Purls, and simple cables (Photo Tutorials are included).

[of Note]
Pattern Language: English .
This is not the final product. 
Requires 6 weight super bulky yarn and size US 11/8.0mm, 13/9.0mm, and/or US 15/10.0 mm 16"" circular needles. 

[Disclaimer]
All patterns and photographs are the property of KittysKnittyCreation and are purchased under the agreement that the patterns , charts and photographs cannot be distributed, copied in part or in whole, re-written, or re-sold without permission. All pattern files are protected by U.S. copyright and are the property of KittysKnittyCreation. It is illegal to redistribute, sell or share the pattern in part or in whole, electronically or physically.

All finished items made from KittysKnittyCreation patterns may be used for local sales and sold online in small quantities only. Feel free to stock your shop with items made with this  pattern! Just  don't forget to mention me !  When sharing photographs  of  your  in progress or  finished items, please remember to include the hashtags and tags provided in the PDF pattern. Happy creating!",5.5,186,208,4.87,Women’s adult slouchy beanie,Super Bulky
994253,Whidbey Island Beanie,Fairlight Fibers,2.0,18.0,4.0,Ribbing,140.0,"Sometimes the best things in life are astonishingly simple. This easy hat is about as basic as they come: just 1x1rib with a neat row of knit stitches to decorate the edge of the folded rim. Simple decreases are spaced to keep the hat from rising up or being too pointy. It's basic, beautiful, and squishy-warm! Perfect for gifts, quick knits, and soon to be your favorite staple.

The Whidbey Island Beanie is knit in the round from 60-70 grams of worsted or light aran-weight yarn and can be made from a variety of fibers. Shown here: 

West Yorkshire Spinners The Croft in Clousta (Jess's cover hat) or Mossbank (Joe's hat)

Stonehedge Fiber Mill Shepherd's Wool Worsted in Sage (Shelli's hat)

Subculture Yarn SW Merino Worsted in Blue Camas (Jess's second hat) and January 2020's Pre-Order Yarn Club exclusive colorway!

The hat is knit in one size, which will stretch to fit a head from 15"" to... well, bigger than any head we measured. Jess wears a 22"" hat, Joe and Shelli are wearing theirs at 24"", but it's all the same hat! Joe's hat features a slightly longer brim, which works nicely for those with larger hat sizes.",,69,58,4.55,one size,Aran
1120241,Jaunty Beanie,Mary Jane Mucklestone,2.42,16.0,4.0,Stockinette stitch,220.0,"[Modern Daily Knitting Field Guide No. 17: Lopi is like a trip to Iceland, without the hassle of a flight.][1]

A beanie, a toque, a hat—whatever you call it, we declare this little project the fastest way to have the most fun with color and pattern. 

[Shop all the colors of Lopi right here!][2]

**Materials**
— Léttlopi by Lopi \[50 g balls, each approx 109 yds (100 m), 100% Icelandic wool\]: 1 ball each of 2 or more colors of choice. You will need approx 115 (140, 170) yards \[106 (129, 156) meters\] total for the hat and 50 yards (46 meters) total for the pom pom. (see Notes)
— Size US 7 (4.5 mm) circular needle, 16"" (40 cm) long
— Size US 9 (5.5 mm) circular needle, 16"" (40 cm) long and double-pointed needles (set of 4 or 5), or size needed to achieve gauge
— Stitch markers
— 3"" (7.5 cm) pom-pom maker

**Knitted Measurements**
— Circumference: 18 (21, 24)"" \[45.5 (53.5, 61) cm\]
— Length: 9 (10, 11)"" \[23 (25.5, 28) cm\]

**Gauge**
— 16 sts and 20 rnds = 4"" (10 cm) over stockinette stitch, using larger needle, after blocking

**Size**
— Child large/adult small (adult medium, adult large/x-large)

**Notes**
— The hats shown on page 24 were worked as follows (from top of photo down), all using charts on page 14:
— **Version 1:** Celery Green Heather and Straw with Mountain motif
— **Version 2:** Ash Heather, Stone Blue Heather, and Oatmeal Heather with Lanterns and Sparkle motifs
— **Version 3:** Barley, Air Blue, Lapis Blue Heather, and Oatmeal Heather, with Beads motif
— **Version 4:** Brick Heather, Golden Heather, and Air Blue with Fleur de Lis motif
— The hat shown on page 27 **(Version 5)** was worked with Brick Heather and Royal Fuchsia with Sparkle motif.

[1]: https://www.moderndailyknitting.com/shop/mdk-field-guide-no-17-lopi/
[2]: https://www.moderndailyknitting.com/shop/lettlopi/",,86,44,4.7,"Child Large/Adult Small, Adult Medium, Large, X-Large",Worsted
1305900,Highlander Beanie,Andrea Whitt,2.0,17.0,4.0,Stockinette,140.0,"This is a double brim beanie bound off with the Kitchener stitch giving the appearance of a seamless crown.

You will need 135y/90g of light bulky yarn.  The pattern calls for US9, 5.5mm; 16"" circular needles.

I suggest using We Are Knitters Petite Wool or Meriwool.  Please note the yardage if you'd like to substitute yarn, you might need more than one skein.

Video tutorials are included with this pattern.



",6.0,33,7,4.89,Adult one size fits all,Bulky
1360340,Striped Ribbed Beanie,Churchmouse Yarns and Teas,2.0,37.0,4.0,"In K2/P2 ribbing, not stretched.",210.0,"**THE DESIGN**
“A bit of striping, a bit of ribbing—a bunch of cozy!”
In this pattern, we blend the sportiness of stripes with the snug squish of ribbing to create a cozy, classic beanie! Our design uses a clever little trick to smooth up the stripes within the ribbing texture—an all-knit row (instead of the K2/P2 ribbing) as you change colors crisps up that definition! We also provide instructions for three different sizes, so you can make stripey hats for your whole family!

We knit a version of the Striped Ribbed Beanie in DK-weight Lore from The Fibre Co. and another in worsted-weight Blue Sky Fibers Woolstok.

This two-page pattern includes:
- Color photography by Laura Gehring
- Tips on adjusting the height of the hat for more or less slouch
- Instructions for finishing and blocking your piece

******************************************************


**THE DETAILS**
FINISHED SIZES
Sizes: 1 (2, 3). To fit Child (Adult S/M, Adult L/XL).
Finished hat measurements: Unstretched, approx. 12 (14, 16)""/30.5 (35.5, 40.5)cm around x 7¾ (8¼, 8¾)""/19.5 (21, 22.5)cm deep.

YARN
Details given for Size 1; larger sizes in parentheses ( ). Where only one number is given, it applies to all sizes.
Approx. 135 (170, 210) yds/124 (155, 192)m of light-worsted/DK-weight yarn; 85 (115, 145) yds/78 (105, 133)m in Main Color (MC) and 50 (55, 65) yds/46 (50, 59)m in Contrast Color (CC).
Size 1 shown in 2 skeins Blue Sky Fibers Woolstok (123 yds/112m each): 1 skein each in MC = 1311 Rusted Roof and CC = 1308 Golden Meadow.
Size 2 shown in 2 skeins The Fibre Co. Lore (273 yds/250m each): 1 skein each in MC = Serene and CC = Knowing.
Size 3 shown in 2 skeins The Fibre Co. Lore (273 yds/250m each): 1 skein each in MC = Knowing and CC = Serene.

NEEDLES & NOTIONS
US 3 (3.25mm) 16""/40cm circular needle and set of 5 double-points, or size to obtain gauge.
5 locking markers (1 in contrasting color).
Blunt darning needle to finish.

GAUGE
Approx. 37 sts = 4""/10cm in K2/P2 ribbing, not stretched.",6.0,18,16,4.6,"Child(Adult S/M, Adult L/XL)",Worsted
1362854,Kelp Forest Hat & Mittens Set,Jennifer Turmel,5.33,10.0,2.0,stranded colorwork stockinette,200.0,"The Kelp Forest Mittens and Hat Set was inspired by the remarkable Kelp Forests of the North American Pacific coast. The remarkable Giant Kelp is an amazing part of the Ocean biome, providing oxygen and a home to a myriad of remarkable species. The light shining through the Kelp Forests into the sea is stunning.

Both the hat and the mittens come in 2 sizes and was tested in a variety of gauges and yarns:

**Hat Size 1 - 105 stitches**
Child: DK -12 sts/ 2 inch; Small: Worsted - 10 sts/ 2 inch; Med: Aran - 9 sts/ 2 inch, Large: Bulky - 8 sts/ 2 inch

**Hat Size 2 - 120 stitches**
Child: Sport - 14 sts/2 inch; Small: DK - 12 sts/ 2 inch; Med: Worsted - 10 sts/ 2 inch; Large: Aran - 9 sts/ 2 inch

**Mittens Size 1 - 42 stitches**
Child: DK -14 sts/ 2 inch; Small: Worsted - 12 sts/ 2 inch; Med: Aran - 10 sts/ 2 inch, Large: Bulky - 8 sts/ 2 inch

**Mittens Size 2 - 48 stitches**
Child: Sport - 16 sts/2 inch; Small: DK - 14 sts/ 2 inch; Med: Worsted - 12 sts/ 2 inch; Large: Aran - 10 sts/ 2 inch
",7.0,12,2,5.0,2,Worsted
7331994,Grist Hat,Jared Flood,1.62,26.0,4.0,Grist Pattern Rounds 20-49,210.0,"> Save $1 when you purchase this pattern on [BrooklynTweed.com][1], where you’ll find our knitting resource pages, video tutorials, and pattern support portal. All patterns purchased on our website can be [added to your Ravelry library][2]. Join our crafting community: [sign up for our newsletter][3] for the latest in Brooklyn Tweed yarns and patterns, knitting tips, subscriber exclusives, and even more woolly goodness!

*""The gentle banded textures of Grist bring a modern take to traditional gansey textures from classic fisherman sweaters. The gentle knit-purl patterns adorning the hat body are both soft and defined in Imbue Sport, a three ply merino wool with a balance of definition and loft. The hat is worked with a squishy doubled brim that is worked to twice the target length, then folded over and sandwiched together, creating a polished, professional finish with added cushioning and warmth around the ears. The simple texture patterns — pairing simple knit and purl stitches in various combinations — are easy to remember and soothing to work.""* — designer, Jared Flood

Share on social #GristHat

*Please note: the stitch patterns used for this accessory include written as well as charted instructions.*

----------------------------------------

**Construction**

* The hat is worked circularly from the bottom up, beginning with a doubled brim worked in 1x1 ribbing. Stitches for the hat are cast on provisionally and 1x1 ribbing is worked to twice the finished length of the brim. The brim is then folded in half and joined, with one round of live stitches being worked together with the provisionally cast-on stitches.
* The body of the hat is then worked in the Grist stitch pattern, which may be worked from either charted or written instructions.
* After completion of the hat body, crown shaping is worked in concentric rings to close the top of the hat.

**Finished Dimensions**

* 18½”/47 cm circumference, unstretched
* 8¼”/21 cm finished length (or 8¾”/22 cm for lengthened brim mod)
* To fit head sizes: 20-23”/51-58.5 cm (with optional modification to fit head sizes 23-25”/58.5-63.5 cm)

**Yarn**

Brooklyn Tweed *Imbue Sport* — 190 yards (174 meters) per 50g skein

* 2 skeins
* Photographed in colors *Hummingbird*, *Crepe*, and *Boro*

**Yardage**

* 210 yards/192 meters of sport weight wool yarn

**Gauge**

* 26 stitches & 46 rounds per 4”/10 cm in Grist Pattern Rounds 20-49 with main needle, after blocking

**Needles**

Main needles

* Suggested Size: US 5 (3.75 mm)
* One 16” (40 cm) circular needle
* One set of double-pointed needles (DPNs)

Ribbing needle

* Suggested size US 3 (3.25 mm)
* Two or three sizes smaller than main needle
* One 16” (40 cm) circular needle

**Tutorials for all special techniques listed below are included in the pattern:** 

* Video — [Provisional Crochet Cast On][4]
* [Blocking 101][5]

**Skill Level**
3 out of 5: Intermediate

  [1]: https://brooklyntweed.com/
  [2]: https://brooklyntweed.com/pages/add-your-pattern-to-ravelry
  [3]: https://brooklyntweed.com/pages/newsletter-sign-up
  [4]: https://brooklyntweed.com/pages/how-to-knit-provisional-crochet-cast-on-one
  [5]: https://brooklyntweed.com/pages/blocking-101",13.0,20,18,5.0,"18½”/47 cm circumference, unstretched; 8¼”/21 cm finished length (or 8¾”/22 cm for lengthened brim mod)",Sport
7340333,Heartleaf Birch Hat,Sarah Rody,3.25,20.0,4.0,stockinette,210.0,"I designed this hat because I accidentally cast on the wrong number of stitches while trying to knit a different pattern and didn’t want to rip out all my ribbing. 

Materials
Yarn: about 180-210 yds (165-210 m) of worsted weight yarn. I used Malabrigo Rios and Washted. These are lighter worsted weights (210 yds/200 m per 100 g). If your yarn is heavier, you might run short of yarn. If you are worried about running out of yarn, you can opt for a single brim. 

Needles: Size US 6 (4 mm) needles, or whatever size is needed to make gauge, 16-inch circulars, and double pointed needles (or your preferred method of medium- and small-circumference knitting in the round). 

Size US 4 (3.5 mm) needles, or 1-2 sizes smaller than your main needles, 16-inch circulars for knitting the brim ribbing. 

Gauge
About 20 stitches and 27 rows in 4 inches by 4 inches (10 cm by 10 cm) of stockinette stitch, using the larger needles. 

Sizing
This hat fits my 22-inch (56 cm) head. Due to the stretch of the cables and ribbing stitch, I think it would fit about 20-24 inches (51-61 cm). To adjust the lenth, you could change the gauge, change the length the ribbing, or add or subtract a pattern repeat. My finished hat is about 11 inches deep, unfolded. I like long hats! Many testers preferred to omit a repeat. 

Thank you to all of my testers!

Copyright: Creative Commons Attribution - Noncommercial-Share Alike 3.0 United States License. You should not sell this pattern, but other than that - do whatever you'd like! Finished hats are yours to do with as you please. 
",,22,116,5.0,adult medium,Worsted
3705,Tychus,Brooke T. Higgins,2.02,15.0,4.0,garter stitch,,"Description from Knitty.com:<br />
<span class=""bodytext""><span class=""bodytext"">These                              hats were made using leftover balls of acrylic                              yarn in my stash. Any worsted weight acrylic                              yarn will work great. If you're using leftovers                              for a two-color hat, you will need approximately                              150 yds/135m (single strand) of each color.</span></span>


  [1]: http://www.landlust.de/index.php?option=com_docman&task=doc_download&gid=21&Itemid=51",,1636,502,4.15,"24"" circumference",Aran
14508,Sisters Hat,Janet Gallagher,2.49,17.0,4.0,stockinette stitch,100.0,"Born and raised in the Pacific Northwest, the Cascade Mountain Range has always been my home. When wearing the hat, three of the lace “mountains” are visible at one time, reminding me of The Three Sisters. The blue/purple hat shown is knit from my hand- dyed recycled sweater wool.  The colors  are not unlike the sunset skies over the mountains of Oregon",,388,447,4.32,Adult,DK
25264,Robin's Egg Blue Hat,Rachel Iufer,1.85,16.0,4.0,stockinette,,"**Additional Gauge Information**
14 stitches and 28 rows to 4 inches/10 cm in seed stitch

**Also Needed**
1 Button - 1 5/8 to 2 inch (41 to 51 mm) diameter",,4420,4653,4.24,20 inch (51 cm) brim circumference,Bulky
92869,Basic Newborn Baby Hat - Rolled Brim,Jennifer Jackson,1.47,20.0,4.0,stockinette stitch,,"This is probably the quickest and easiest baby hat to knit.  I prefer to knit newborn and preemie hats in the round as a baby's head is so sensitive and even the slightest seam can cause irritation.  

Please feel free to share this pattern with your charity knitting group.  It would be great if we could spread the goodwill far and wide.",,428,171,4.46,newborn,Worsted
161693,F309 Slouchy Hat With Picot Edge,Jan Wise,2.13,4.0,1.0,,200.0,,,1128,1600,4.48,19.55 (20) inch circumference at band,Aran
174902,owlie hat,Teresa Cole,2.32,4.75,1.0,stockinette,120.0,"Matches my [Owlie Sleep Sack][1] pattern


  [1]: http://www.ravelry.com/patterns/library/owlie-sleep-sack


",,1225,1099,4.46,newborn,Worsted
282821,Cider Press Set,Amy Christoffers,2.33,20.0,4.0,Pattern Stitch,250.0,"An easy to work, easy to wear, unisex hat and mitt set. Worked in wool with a super stretchy waffle stitch for comfort and warmth. 


*Hat*

Finished Measurements
One size
19” around

Materials
Green Mountain Spinnery New Mexico Organic
[100% wool] 180 yards (183 m)/124 g skein: grey. 1 skein

Needles
16” US 3/3.25mm circular needle, 
16” US 5/3. 5mm circular needle, 
4 US 5/3.5 mm dpn

Stitch marker, tapestry needle

Gauge
22 sts x 30 rows= 4” in Pattern st

*Mitts*

Finished Measurements
Sized S, M, L
7 1/4 (8, 8 3/4)” around 
9 1/2 (9 3/4, 10)” long

Materials
Green Mountain Spinnery Wonderfully Woolly 
[100% wool] 250 yards (229 m)/113 g skein: Poppy. 1 skein

4 US 3/3.25 mm dpn

Stitch marker, tapestry needle

Gauge
20 sts x 28 rows= 4” in Pattern st

",6.0,159,240,4.7,"Hat- one size, Mitts s/m/l",Worsted
523382,Jonathan,Taiga Hilliard,1.66,16.0,4.0,,120.0,"Jonathan is a classic fitted beanie hat that works for the 
entire family.

This is a fun and fast knit, and is perfect for fall and winter.

The pattern is written out and charted.

This is suitable for bulky or chunky.



Danish translation done by Yarnbook",,143,117,4.69,"Head circumference-  15”(18”,20”,22”, 24”)",Bulky
661398,Wildflowers Cap,Mary Jane Mucklestone,2.94,19.0,4.0,Fair Isle pattern,150.0,"Wildflowers Cap originally appeared in the first issue of the print publication [Making][1] : Flora, by Carrie Hoge. 

**Note:** Updated chart included in single pattern, errata refers to print magazine

**Finished measurements**

18½"" [47 cm]

**Yarn**

Heirloom Romney by Fancy Tiger Crafts (100%
Romney wool; 112 grams / 200 yards [183
meters])
• 1 skein in Natural (MC)
• 1 skein in Well Water (CC)
OR in worsted weight yarn:
95 yards [87 meters] MC
50 yards [46 meters] CC

**Needles**

• One 16"" [40 cm] circular needle (circ) in sizes
US 5 and 7 [3.75 and 4.5 mm]
• One set double-pointed needles in size US 7
[4.5 mm]
Or size to obtain gauge

**Notions**

• Stitch marker
• Tapestry needle
• 2"" [5 cm] pom pom maker

**Gauge**

19 sts and 19 rnds = 4"" [10 cm] in fair isle pattern
with larger needles, after blocking.

  [1]: https://makingzine.com/",8.0,330,408,4.65,"Finished measurements: 18 1⁄2"" [47 cm] circ",Worsted
713847,Trellis Ponytail / Messy Bun Hat,Lena Mathisson,2.83,20.0,4.0,stockinette stitch,200.0,"> Purchasers of this pattern will
> receive **two versions**: the original,
> *plus a version with extended length*
> for extra ear coverage, or those with
> larger heads or more hair, added in October 2020.   The original version was updated in
> January, 2019, to align the trellis
> pattern with the ribbing, and the
> longer version includes this as well.


This fun hat knits up quickly.  The pattern uses slipped stitches to form the trellis pattern, which I've always thought is a sneaky way to look fancy without actually being complicated to knit.  Mostly it's knit and purl.  

The button band is worked right along with the rest of the hat - no seaming and no picking up stitches. It allows you to wear your ponytail high, low, or in between - just undo the button that corresponds to the position of your ponytail.   Or wear it with a messy bun by undoing two buttons instead of one.  

Instructions are written out row by row; you don't need to be able to read a chart to knit this hat.    

You might start making this as a gift, but you will want to keep it for yourself!

>   Prefer a beanie version?  See the
> Trellis Beanie [here][1].

**Yarn**:  Approximately 60 grams/125 -150 yards/120 - 145 meters worsted weight yarn. The stitch pattern means lets you use a solid or tonal to great effect, but variegated and speckled yarns also work well.  There are lots of examples on the [project page.][2] 

**Needles:**  US #7 (4.5 mm) or size needed to achieve gauge plus one size smaller. This hat is worked flat.

**Gauge**:  20 sts and 24 rows to 4""/ 10 cm in stockinette stitch

**Questions?** Designer email is included in the pattern in case you have questions.

> To get notification about test
> knitting opportunities, special
> subscriber-only promotions and
> discounts, and a free pattern (Simple
> Hat Worked Flat), [subscribe to the
> Softyarn Designs newsletter.][3]


  [1]: https://www.ravelry.com/patterns/library/trellis-beanie-5
  [2]: https://www.ravelry.com/patterns/library/trellis-ponytail---messy-bun-hat/people
  [3]: https://ravelry.us4.list-manage.com/subscribe?u=ab1d4f2a1943bc5e649746db8&id=48f85c6c39",5.0,75,70,4.38,one size fits older child to adult,Worsted
791693,Lo Biggity Hat,Lauren Slagle,1.42,2.0,1.0,,75.0,"Since knitting my husband his hat, I have had so many people ask me what my recipe is. This is an amazing quick knit and an awesome gift, I hope you all love it!

This will fit most teenage and adult heads! My husband has a 24"" head and even fits him perfectly!!

Colorway in the photo is called Keep Pounding.",,182,48,4.77,One Size fits most adults.,Super Bulky
792879,Nour,Allie Alfonso,1.72,8.0,4.0,Broken Rib,90.0,"*Winter Hat Series - Season One*

**Have a single ball of Rasta lying around? Need to make a quick gift? Super bulky yarn and a simple textured stitch repeat make this hat as stylish as it is cozy. Easily finished in one sitting, Nour is a gratifying, quick knit that can be worn solo or with a fur or handmade pom.**

**I purchased the fur pom here!** https://tinyurl.com/y9tkzrs4

**Notes**
1. This hat is cast on at the brim. Decreases are made towards the top and the final stitches are cinched together with remaining yarn.
2. Place a marker to help you recognize the beginning of a new row. Slip the marker as you come to it. 
3. Knit more rows of the main body to make the hat slouchier!
4. Knitting the size small gave me plenty of yarn to make a pom. Please note that knitting larger sizes may require additional yarn for the pom pom.


5. Check out “Resources” at the end of this pattern for additional help with the skills required to complete this hat. 

**Yarn and Notions**
Approximately **65 (75, 85) yards, 108 (125, 140) grams** super bulky yarn *Suggested yarn: Malabrigo Rasta (90 yards/150 grams)*
*Fur pom version shown in colorway: Boreal
Yarn pom version in colorway: Whales Road*
•	US Size 13 (9.0 mm) 16 inch circular needles
•	US Size 15 (10.0 mm) 16 inch circular needles
•	US Size 15 (10.0 mm) double pointed needles (DPNs)
•	Tapestry needle and scissors
•	Fur pompom or yarn pompom (optional)

**Gauge:**
Worked in broken rib stitch. Approximately 8 st & 14 rows = 4""/10cm on larger needles.

**Hat Circumference:** 
16” (18”, 20”)

**Let's be friends! Instagram: [alliecatknits][1] **


  [1]: https://www.instagram.com/alliecatknits/",4.0,414,288,4.77,"Small, Medium, Large (Adult)",Super Bulky
893928,The Savante,DeBrosse,1.67,11.5,4.0,,145.0,"KNITTING PATTERN ⨯ Double Brim Hat, Slouchy Hat, Knit Beanie ⨯ The Savante

✨ Buy 2 get 1 FREE on all patterns! Discount will automatically apply at checkout. ✨

The Savante is a DeBrosse™ original, featuring a unique double brim that is worked directly into the hat for a secure and classic finish.

· Instant download PDF
· Knitting skill level: Easy
· Instructions for both weights 4 and 5 yarns
· Includes step-by-step photos of the double brim method
· Resell finished product with pattern credit.

© 2019 DeBrosse. All rights reserved.",5.0,80,73,4.74,,Bulky
1078589,Windsor Lite,Claire Borchardt,1.83,20.0,4.0,in pattern,200.0,"The Windsor Lite hat is a simple hat pattern, great for beginners and advanced knitters alike. This classic hat features a 2 row repeat, making it an excellent travel buddy or tv knit.

SIZE: 
3 sizes (small / 16"", medium / 18"", large / 20"")

YARN: 
1 skein [Local Worsted][1] - shown in light grey

NEEDLES:  

US 5 / 3.75 mm 16” circular needles or dpns

US 7 / 4.5mm 16” circular needles or dpns

GAUGE: 

20 sts x 30 rounds = 4” of pattern

",1.0,60,110,4.67,"16"" / 18"" / 20""",Worsted
1090122,Xue Hat,Luuanne Chau,2.77,20.0,4.0,Stockinette,220.0,"*XUE HAT*
雪 (Xuě) - “snow” in Mandarin Chinese 
This beanie, embellished with wintry colorwork and a folded brim of 1x1 ribbing, is perfect for holiday gifts. 

SIZES 1 (2) 
To fit 21-22 (23-24)” head circumference with about 1.5-2.5” of negative ease. Shown in Size 1.

FINISHED MEASUREMENTS 
Circumference unstretched: 19.25 (21.5)”
Height:  Size 1 - 8.5” with brim folded; 9.75” full length. 
Size 2 - 8.75” with brim folded; 10” full length. 


YARN
Color A
1 (1) skein of  Woolstok Worsted by Blue Sky Fibers (100% fine highland wool; 123 yds/50 g), shown in October Sky.
OR 100 (110) yds of DK weight yarn. 
Color B
1 (1) skein of  Woolstok Worsted by Blue Sky Fibers (100% fine highland wool; 123 yds/50 g), shown in Spring Ice.
OR 100 (110) yds of DK weight yarn. 

NEEDLES AND NOTIONS
US 5 (3.5 mm) 16” circular needles
US 7  (4.5 mm) 16” circular needles
Set of US 7  (4.5 mm) dpns
Stitch markers, tapestry needle

GAUGE
20 sts and 24 rows = 4” in st st on larger needles, blocked.
Go up or down a size needle to maintain this gauge throughout the body of the hat. 

ADDITIONAL NOTES
The hat is knit from the bottom up. 
Hold MC and CC consistently to achieve the best results. 
The shaping section is written out. Colorwork is charted. 
The hat can be worn with brim folded or without.




",,54,94,4.88,To fit head circumference: 21-22 (23-24)”,DK
1169247,All Together Now Hat,Jamie Lomax,2.18,24.0,4.0,colorwork,275.0,"This hat is a tribute to the amazing indie dyers that I was able to work with during my first year designing knitting patterns. The phrase **All Together Now** references the Beatles song by the same name, inspired by the music hall tradition of asking the audience to join in, prompting knitters to join in sharing in the fiber community.

The **All Together Now Hat** is a stranded colorwork design for a beanie hat. This pattern is knit in the round using circular needles, from the bottom up.

Instructions are **written for Fingering, DK, and Worsted weight yarn**. Be sure to review the information for the chosen weight yarn for appropriate yardage and follow the specific instructions for that weight in order to ensure correct cast on stitch count and decrease location.

Instructions are written to **knit a single or double (folded) brim**. Both versions use twisted ribbing, however, the folded version is knit twice as long, before folding back on itself and grafting together for a cozy thick brim.

**Size** 
Toddler, Kids, Teen [Adult Small, Medium, Large]

**Finished Measurements –Approximate (see schematics)**
Circumference: 16, 18, 19 [20, 21, 22.5] in (40.5, 46, 48 [50.8, 53.5, 57] cm)
Height: 7, 8, 8 [9, 9, 10] in (18, 20, 20 [23, 23, 25.5] cm)

NOTE: Typically knit hats are sized for negative ease. Measure around the widest part of your head and choose the size that is 2-3in (5-7.5cm) smaller than that circumference.

**Suggested Yarn**
Any scrap yarns in Worsted, DK, or Fingering weights!

**Approximate Yardage**
Worsted: 170-250 yards (190-228 m)
DK: 200-275 yards (228-250 m)
Fingering: 250-325 yards (250-290 m)

**Suggested Needles**
16in (40cm) circular needles in size needed to obtain gauge based on yarn weight
Worsted: US 7/4.50mm
DK: US 5/3.75mm
Fingering: US 3/3.25mm

**Gauge**
Worsted: 20 sts x 20 rows 
DK: 24 sts x 24 sts
Fingering: 28 sts x 28 sts

NOTE: Gauge listed above per 4 in (10 cm) in colorwork after blocking

**Special Techniques**
Twisted ribbing, folded brim, stranded colorwork in the round


**Notions**
(8) Stitch markers, scissors, tapestry needle

Please share your progress photos and finished objects using #AllTogetherNowHat and @pnw_knitdesign.

Happy knitting!
",6.0,82,104,5.0,"Toddler, Child (Adult Small, Adult Medium, Adult Large)",DK
1238478,Fells Cap,Erika Field,3.82,22.0,4.0,"Colorwork, in the round on larger needle, after blocking",275.0,"This gender inclusive hat is available in four sizes Baby, Small, Medium, and Large. It is the perfect project to use single skeins, mini skeins or project scraps in heavy DK or light worsted weight yarn. Superwash wool or wool blend recommended. Solid colors and subtle tonal yarns make for a high contrast design, while variegated and speckled yarns create a dynamic and almost kinetic visual effect. 

Two brim options: A stretchy, folded brim creates a modern Watch Cap look perfect for adding decorative patches. A standard stretchy brim design looks great with or without a pom pom as a classic winter hat. 

Three colorwork designs for the main hat allow knitters to choose from three-, four- or five-color palettes. Charted instructions are also written out in full. Three unique crown designs are available for all sizes, offering many possibilities from one pattern. Make your hat unique or create a whole set of hats for friends or family from just one pattern!

Knitters building their colorwork skills will have an opportunity to practice three-color stranding for a few rounds in a rhythmic and easily memorized sequence, and the entire hat can be made without catching floats. 

This pattern has been professionally tech edited. It offers additional tips about choosing a brim style and optimizing the colorwork motif around the jog as well as accommodating alternate gauges. 

Yardage Requirements: 90-275 yards (80-250 meters) total for hat, including all contrast colors. Baby: 90-150 yards (80-140 meters); Small: 150-220 yards (140-200 meters); Medium: 170-250 yards (155-230 meters); Large: 190-275 yards (175-250 meters). Allow for at least 100-120 yards (95-110 meters) of main/brim color if working a folded brim in any size and as much as 190 yards (175 meters) if working a folded brim in a three-color, size Large. Contrast color amounts range from 5-60 yards (5-55 meters), depending on hat size and how many colors are used.",6.0,29,10,5.0,"Baby (16-18” head circumference), Small (19-21.5"" head circumference), Medium (22-23” head circumference), Large (23-24” head circumference)",Worsted
